,target_loc,Coordinates,latitude,longitude
1127,"Franklin Township, Gloucester County, New Jersey","(39.599318249999996, -75.02312138191428)",39.59931825,-75.02312138
1128,"Glassboro, New Jersey","(39.7027677, -75.1119434)",39.7027677,-75.1119434
1129,"Harrison Township, New Jersey","(39.7224985, -75.20136677577165)",39.7224985,-75.20136678
1130,"Pitman, New Jersey","(39.732892, -75.1315651)",39.732892,-75.1315651
1131,"Washington Township, Gloucester County, New Jersey","(39.756394, -75.07629348422029)",39.756394,-75.07629348
1132,"West Deptford Township, New Jersey","(39.839734, -75.19601082152136)",39.839734,-75.19601082
1133,"Woodbury, New Jersey","(39.8381691, -75.1526774)",39.8381691,-75.1526774
1134,"Woodbury Heights, New Jersey","(39.817058, -75.1551776)",39.817058,-75.1551776
1135,"Bayonne, New Jersey","(40.6687141, -74.1143091)",40.6687141,-74.1143091
1136,"East Newark, New Jersey","(40.7501076, -74.1611525)",40.7501076,-74.1611525
1137,"Hoboken, New Jersey","(40.7433066, -74.0323752)",40.7433066,-74.0323752
1138,"Jersey City, New Jersey","(40.7281575, -74.0776417)",40.7281575,-74.0776417
1139,"Union City, New Jersey","(40.7795455, -74.0237512)",40.7795455,-74.0237512
1140,"Weehawken Township, New Jersey","(40.4424761, -74.1097375)",40.4424761,-74.1097375
1141,"West New York, New Jersey","(40.7856117, -74.0093129)",40.7856117,-74.0093129
1142,"High Bridge, New Jersey","(40.6670454, -74.8957231)",40.6670454,-74.8957231
1143,"Lambertville, New Jersey","(40.3659394, -74.9429448)",40.3659394,-74.9429448
1144,"State Police:, New Jersey","(40.7007047, -75.1719147)",40.7007047,-75.1719147
1145,"East Windsor Township, New Jersey","(40.2589105, -74.54994117326109)",40.2589105,-74.54994117
1146,"Ewing Township, New Jersey","(40.2624865, -74.79968378843324)",40.2624865,-74.79968379
1147,"Hopewell Township, New Jersey","(40.3500375, -74.79073717565618)",40.3500375,-74.79073718
1148,"Lawrence Township, Mercer County, New Jersey","(40.2999815, -74.71904023580957)",40.2999815,-74.71904024
1149,"Trenton, New Jersey","(40.2170575, -74.7429463)",40.2170575,-74.7429463
1150,"Cranbury Township, New Jersey","(40.307331649999995, -74.5271272690225)",40.30733165,-74.52712727
1151,"East Brunswick Township, New Jersey","(40.4278841, -74.415984)",40.4278841,-74.415984
1152,"Edison Township, New Jersey","(40.509802300000004, -74.30022262340282)",40.5098023,-74.30022262
1153,"Old Bridge Township, New Jersey","(40.404545999999996, -74.309967122324)",40.404546,-74.30996712
1154,"Middlesex Borough, New Jersey","(None, None)",,
1155,"Milltown, New Jersey","(40.4562165, -74.4432073)",40.4562165,-74.4432073
1156,"Monroe Township, Middlesex County, New Jersey","(40.3183284, -74.42021831867089)",40.3183284,-74.42021832
1157,"New Brunswick, New Jersey","(40.4862174, -74.4518173)",40.4862174,-74.4518173
1158,"North Brunswick Township, New Jersey","(40.445601350000004, -74.48929600038443)",40.44560135,-74.489296
1159,"Piscataway Township, New Jersey","(40.5462553, -74.4660408)",40.5462553,-74.4660408
1160,"Plainsboro Township, New Jersey","(40.3334409, -74.6004341)",40.3334409,-74.6004341
1161,"South Brunswick Township, New Jersey","(40.3849235, -74.52047462565923)",40.3849235,-74.52047463
1162,"South Plainfield, New Jersey","(40.5792701, -74.4115401)",40.5792701,-74.4115401
1163,"South River, New Jersey","(40.446495, -74.3859831)",40.446495,-74.3859831
1164,"Spotswood, New Jersey","(40.391774, -74.3984834)",40.391774,-74.3984834
1165,"Woodbridge Township, New Jersey","(40.5498525, -74.2874185506135)",40.5498525,-74.28741855
1166,"Asbury Park, New Jersey","(40.2203907, -74.0120817)",40.2203907,-74.0120817
1167,"Colts Neck Township, New Jersey","(40.2876108, -74.1723652)",40.2876108,-74.1723652
1168,"Eatontown, New Jersey","(40.2962222, -74.0509725)",40.2962222,-74.0509725
1169,"Freehold Borough, New Jersey","(40.260151, -74.27566229424778)",40.260151,-74.27566229
1170,"Freehold Township, New Jersey","(40.2161336, -74.283856)",40.2161336,-74.283856
1171,"Highlands, New Jersey","(40.40372, -73.991527)",40.40372,-73.991527
1172,"Howell Township, New Jersey","(40.1659101, -74.1911588)",40.1659101,-74.1911588
1173,"Keansburg, New Jersey","(40.4417743, -74.1298643)",40.4417743,-74.1298643
1174,"Little Silver, New Jersey","(40.3367769, -74.0470837)",40.3367769,-74.0470837
1175,"Manalapan Township, New Jersey","(40.2852895, -74.333495)",40.2852895,-74.333495
1176,"Manasquan, New Jersey","(40.126226, -74.049304)",40.126226,-74.049304
1177,"Marlboro Township, New Jersey","(40.337667499999995, -74.27120837512695)",40.3376675,-74.27120838
1178,"Aberdeen Township, New Jersey","(40.4071138, -74.2216287)",40.4071138,-74.2216287
1179,"Middletown Township, New Jersey","(40.4010465, -74.06700834014997)",40.4010465,-74.06700834
1180,"Neptune Township, New Jersey","(40.208444, -74.05576229299803)",40.208444,-74.05576229
1181,"Tinton Falls, New Jersey","(40.2890734, -74.0927967)",40.2890734,-74.0927967
1182,"Hazlet Township, New Jersey","(40.4292165, -74.1648999)",40.4292165,-74.1648999
1183,"West Long Branch, New Jersey","(40.2903891, -74.0176381)",40.2903891,-74.0176381
1184,"Boonton, New Jersey","(40.9025989, -74.4070971)",40.9025989,-74.4070971
1185,"Boonton Township, New Jersey","(40.9304681, -74.42844513248974)",40.9304681,-74.42844513
1186,"Chatham Township, New Jersey","(40.73012395, -74.42511146417618)",40.73012395,-74.42511146
1187,"Hanover Township, New Jersey","(40.8174216, -74.3954057)",40.8174216,-74.3954057
1188,"Harding Township, New Jersey","(40.743646999999996, -74.50209228738805)",40.743647,-74.50209229
1189,"Montville Township, New Jersey","(40.9148209, -74.383763)",40.9148209,-74.383763
1190,"Mount Olive Township, New Jersey","(40.9074418, -74.7307787)",40.9074418,-74.7307787
1191,"Randolph Township, New Jersey","(40.844265, -74.58572175018249)",40.844265,-74.58572175
1192,"Beachwood, New Jersey","(39.939007, -74.1929188)",39.939007,-74.1929188
1193,"Berkeley Township, New Jersey","(39.9016244, -74.2142753)",39.9016244,-74.2142753
1194,"Brick Township, New Jersey","(40.0707244, -74.1280562)",40.0707244,-74.1280562
1195,"Jackson Township, New Jersey","(40.1151766, -74.3647772)",40.1151766,-74.3647772
1196,"Lacey Township, New Jersey","(39.8726184, -74.2951444)",39.8726184,-74.2951444
1197,"Lakehurst, New Jersey","(40.014561, -74.3112574)",40.014561,-74.3112574
1198,"Lakewood Township, New Jersey","(39.7757958, -74.2101228)",39.7757958,-74.2101228
1199,"Little Egg Harbor Township, New Jersey","(39.6452742, -74.366968)",39.6452742,-74.366968
1200,"Long Beach Township, New Jersey","(39.6162477, -74.1997058)",39.6162477,-74.1997058
1201,"Manchester Township, New Jersey","(39.9734957, -74.3816966)",39.9734957,-74.3816966
1202,"Ocean Gate, New Jersey","(39.9267851, -74.1337496)",39.9267851,-74.1337496
1203,"Plumsted Township, New Jersey","(40.0500971, -74.4894892)",40.0500971,-74.4894892
1204,"Point Pleasant, New Jersey","(40.0831714, -74.0681931)",40.0831714,-74.0681931
1205,"Point Pleasant Beach, New Jersey","(40.0919203, -74.0482024)",40.0919203,-74.0482024
1206,"South Toms River, New Jersey","(39.9420625, -74.2043082)",39.9420625,-74.2043082
1207,"Barnegat Township, New Jersey","(39.7531754, -74.2229179)",39.7531754,-74.2229179
1208,"Clifton, New Jersey","(40.8584328, -74.1637553)",40.8584328,-74.1637553
1209,"Little Falls Township, New Jersey","(40.8806513, -74.2352458)",40.8806513,-74.2352458
1210,"North Haledon, New Jersey","(40.9550981, -74.1859782)",40.9550981,-74.1859782
1211,"Passaic, New Jersey","(40.8567663, -74.1284764)",40.8567663,-74.1284764
1212,"Paterson, New Jersey","(40.9167654, -74.171811)",40.9167654,-74.171811
1213,"Ringwood, New Jersey","(41.113429, -74.2454254)",41.113429,-74.2454254
1214,"Carney's Point Township, New Jersey","(39.705924550000006, -75.45566067271116)",39.70592455,-75.45566067
1215,"Woodstown, New Jersey","(39.6515027, -75.3282454)",39.6515027,-75.3282454
1216,"Branchburg Township, New Jersey","(40.5688245, -74.70027388974506)",40.5688245,-74.70027389
1217,"Hillsborough Township, New Jersey","(40.498516, -74.69516247480117)",40.498516,-74.69516247
1218,"North Plainfield, New Jersey","(40.6301025, -74.4273743)",40.6301025,-74.4273743
1219,"Somerville, New Jersey","(40.5742696, -74.60988)",40.5742696,-74.60988
1220,"Warren Township, New Jersey","(40.63065715, -74.52266308479568)",40.63065715,-74.52266308
1221,"Watchung, New Jersey","(40.6378801, -74.4509863)",40.6378801,-74.4509863
1222,"Hardyston Township, New Jersey","(41.1253629, -74.53953378820435)",41.1253629,-74.53953379
1223,"Sparta Township, New Jersey","(41.05526675, -74.61166669239594)",41.05526675,-74.61166669
1224,"Vernon Township, New Jersey","(41.1984287, -74.4832132)",41.1984287,-74.4832132
1225,"Linden, New Jersey","(40.6220478, -74.2445902)",40.6220478,-74.2445902
1226,"Plainfield, New Jersey","(40.6337136, -74.4073737)",40.6337136,-74.4073737
1227,"Scotch Plains Township, New Jersey","(40.65538, -74.3898732)",40.65538,-74.3898732
1228,"Springfield Township, Union County, New Jersey","(40.698551, -74.33284776236536)",40.698551,-74.33284776
1229,"Union Township, New Jersey","(40.6695453, -74.9240573)",40.6695453,-74.9240573
1230,"Blairstown Township, New Jersey","(40.9898196, -74.9732285)",40.9898196,-74.9732285
1231,"Hackettstown, New Jersey","(40.8538944, -74.8291638)",40.8538944,-74.8291638
1232,"Lopatcong Township, New Jersey","(40.7027485, -75.15205880768704)",40.7027485,-75.15205881
1233,"Mansfield Township, Warren County, New Jersey","(40.8050699, -74.91352929864361)",40.8050699,-74.9135293
1234,"Pohatcong Township, New Jersey","(39.6041372, -74.3499545)",39.6041372,-74.3499545
1235,"Washington Township, Warren County, New Jersey","(40.752646999999996, -74.95325175037202)",40.752647,-74.95325175
1236,"Bernalillo, New Mexico","(35.0349239, -106.6870693)",35.0349239,-106.6870693
1237,"Albuquerque, New Mexico","(35.0841034, -106.650985)",35.0841034,-106.650985
1238,"San Juan, New Mexico","(36.4755752, -108.3046555)",36.4755752,-108.3046555
1239,"Fallon, Nevada","(39.4745166, -118.7778952)",39.4745166,-118.7778952
1240,"Las Vegas Metropolitan Police Department, Nevada","(None, None)",,
1241,"North Las Vegas, Nevada","(36.2005843, -115.1215844)",36.2005843,-115.1215844
1242,"Henderson, Nevada","(36.0301134, -114.9826194)",36.0301134,-114.9826194
1243,"University Police Services, Nevada","(35.65750635, -97.47476801400956)",35.65750635,-97.47476801
1244,"Humboldt, Nevada","(41.429394, -118.2024818)",41.429394,-118.2024818
1245,"Albany, New York","(42.6511674, -73.754968)",42.6511674,-73.754968
1246,"Coeymans Town, New York","(42.4739705, -73.7923456)",42.4739705,-73.7923456
1247,"Broome, New York","(42.1455623, -75.8404114)",42.1455623,-75.8404114
1248,"Auburn, New York","(42.9320202, -76.5672029)",42.9320202,-76.5672029
1249,"Jamestown, New York","(42.0970023, -79.2353259)",42.0970023,-79.2353259
1250,"Elmira Heights Village, New York","(42.1297967, -76.8207898)",42.1297967,-76.8207898
1251,"Chenango, New York","(42.4784565, -75.6130279)",42.4784565,-75.6130279
1252,"Norwich, New York","(42.531184, -75.5235149)",42.531184,-75.5235149
1253,"Hudson, New York","(42.2528649, -73.790959)",42.2528649,-73.790959
1254,"Cortland, New York","(42.6011813, -76.1804843)",42.6011813,-76.1804843
1255,"Poughkeepsie, New York","(41.7065539, -73.9283672)",41.7065539,-73.9283672
1256,"Rhinebeck Village, New York","(41.9268754, -73.9126639)",41.9268754,-73.9126639
1257,"Poughkeepsie Town, New York","(41.7105817, -73.9403052)",41.7105817,-73.9403052
1258,"Erie, New York","(42.7164263, -78.7620327)",42.7164263,-78.7620327
1259,"Buffalo, New York","(42.8867166, -78.8783922)",42.8867166,-78.8783922
1260,"Tonawanda, New York","(42.993581500000005, -78.88190435163935)",42.9935815,-78.88190435
1261,"Amherst Town, New York","(43.05747435, -78.7186636236664)",43.05747435,-78.71866362
1262,"Cheektowaga Town, New York","(42.9158386, -78.78713975866275)",42.9158386,-78.78713976
1263,"Evans Town, New York","(43.119975999999994, -76.28166882179053)",43.119976,-76.28166882
1264,"Hamburg Town, New York","(42.2342543, -73.8501281)",42.2342543,-73.8501281
1265,"West Seneca Town, New York","(42.872475800000004, -76.94406989604218)",42.8724758,-76.9440699
1266,"Ticonderoga Town, New York","(41.4667672, -73.6735708)",41.4667672,-73.6735708
1267,"Saranac Lake Village, New York","(44.329497, -74.131279)",44.329497,-74.131279
1268,"Frankfort Village, New York","(43.038959, -75.070436)",43.038959,-75.070436
1269,"Monroe, New York","(43.150094, -77.6810141)",43.150094,-77.6810141
1270,"Rochester, New York","(43.157285, -77.615214)",43.157285,-77.615214
1271,"Greece Town, New York","(43.2097838, -77.6930602)",43.2097838,-77.6930602
1272,"Nassau, New York","(42.5159145, -73.6101159)",42.5159145,-73.6101159
1273,"Hempstead Village, New York","(40.7063185, -73.618684)",40.7063185,-73.618684
1274,"New York, New York","(40.7127281, -74.0060152)",40.7127281,-74.0060152
1275,"New York City Metropolitan Transportation Authority, New York","(None, None)",,
1276,"Niagara Falls, New York","(43.08436, -79.0614686)",43.08436,-79.0614686
1277,"Camden Village, New York","(43.334668, -75.747986)",43.334668,-75.747986
1278,"North Syracuse Village, New York","(43.13479, -76.129924)",43.13479,-76.129924
1279,"DeWitt Town, New York","(43.0350665, -76.0654773)",43.0350665,-76.0654773
1280,"Geddes Town, New York","(43.0808129, -76.21965770539077)",43.0808129,-76.21965771
1281,"Canandaigua, New York","(42.8858579, -77.2799761)",42.8858579,-77.2799761
1282,"Orange, New York","(41.3873306, -74.2507287)",41.3873306,-74.2507287
1283,"Newburgh, New York","(41.5034271, -74.0104179)",41.5034271,-74.0104179
1284,"Washingtonville Village, New York","(41.4278716, -74.1659798)",41.4278716,-74.1659798
1285,"Goshen Village, New York","(41.4020382, -74.3243191)",41.4020382,-74.3243191
1286,"Port Jervis, New York","(41.3750937, -74.692663)",41.3750937,-74.692663
1287,"Deerpark Town, New York","(41.4250605, -74.66888269357393)",41.4250605,-74.66888269
1288,"Crawford Town, New York","(41.6556492, -74.3282078)",41.6556492,-74.3282078
1289,"Orleans, New York","(42.9186757, -77.1144182)",42.9186757,-77.1144182
1290,"Oswego City, New York","(43.4547284, -76.5095967)",43.4547284,-76.5095967
1291,"Cooperstown Village, New York","(42.7028321, -74.9225273)",42.7028321,-74.9225273
1292,"Troy, New York","(40.7402557, -74.0055355)",40.7402557,-74.0055355
1293,"East Greenbush Town, New York","(42.5909135, -73.7017858)",42.5909135,-73.7017858
1294,"South Nyack Village, New York","(41.0832003, -73.9202035)",41.0832003,-73.9202035
1295,"Spring Valley Village, New York","(41.1130231, -74.0437839)",41.1130231,-74.0437839
1296,"Suffern Village, New York","(41.1151372, -74.1493948)",41.1151372,-74.1493948
1297,"Clarkstown Town, New York","(41.1318755, -73.95721078175869)",41.1318755,-73.95721078
1298,"Haverstraw Town, New York","(41.1976502, -73.9640541)",41.1976502,-73.9640541
1299,"Ramapo Town, New York","(41.1412003, -74.1685)",41.1412003,-74.1685
1300,"Saratoga Springs, New York","(43.0821793, -73.7853915)",43.0821793,-73.7853915
1301,"Mechanicville, New York","(42.9028547, -73.6873405)",42.9028547,-73.6873405
1302,"South Glens Falls Village, New York","(43.299447, -73.635178)",43.299447,-73.635178
1303,"Schenectady, New York","(42.8142432, -73.9395687)",42.8142432,-73.9395687
1304,"Waterloo Village, New York","(42.9046933, -76.8627887)",42.9046933,-76.8627887
1305,"Suffolk County Police Department, New York","(40.712752449999996, -73.37139332245403)",40.71275245,-73.37139332
1306,"Shelter Island Town, New York","(43.7399776, -74.8782921)",43.7399776,-74.8782921
1307,"Sullivan, New York","(43.0545116, -75.8468569)",43.0545116,-75.8468569
1308,"Monticello Village, New York","(41.6556465, -74.6893282)",41.6556465,-74.6893282
1309,"Ithaca, New York","(42.4396039, -76.4968019)",42.4396039,-76.4968019
1310,"Cornell University, New York","(42.450550699999994, -76.47835129554275)",42.4505507,-76.4783513
1311,"State Park:, New York","(40.861636, -72.515976)",40.861636,-72.515976
1312,"Saugerties Town, New York","(42.0775906, -73.9529126)",42.0775906,-73.9529126
1313,"Hudson Falls Village, New York","(43.300697, -73.586082)",43.300697,-73.586082
1314,"Wayne, New York","(42.4709046, -77.1055262)",42.4709046,-77.1055262
1315,"Westchester Public Safety, New York","(None, None)",,
1316,"Mount Vernon, New York","(40.9125815, -73.8370786)",40.9125815,-73.8370786
1317,"New Rochelle, New York","(40.9115386, -73.7826363)",40.9115386,-73.7826363
1318,"Yonkers, New York","(40.9312099, -73.8987469)",40.9312099,-73.8987469
1319,"Scarsdale Village, New York","(40.9880495, -73.7974133)",40.9880495,-73.7974133
1320,"Dobbs Ferry Village, New York","(41.0110045, -73.8714145428221)",41.0110045,-73.87141454
1321,"Hastings-on-Hudson Village, New York","(40.9946622, -73.8785922)",40.9946622,-73.8785922
1322,"Buchanan Village, New York","(41.2620383, -73.9381943)",41.2620383,-73.9381943
1323,"Greenburgh Town, New York","(41.030934849999994, -73.83917249876262)",41.03093485,-73.8391725
1324,"Yorktown Town, New York","(41.2956496, -73.80819)",41.2956496,-73.80819
1325,"State University of New York Police:, New York","(None, None)",,
1326,"State Police:, New York","(42.8771655, -73.7769258)",42.8771655,-73.7769258
1327,"Suffolk County Parks, New York","(None, None)",,
1328,"Ashland, Ohio","(40.8686147, -82.3175942)",40.8686147,-82.3175942
1329,"Athens, Ohio","(39.3289242, -82.1012479)",39.3289242,-82.1012479
1330,"Butler, Ohio","(40.5886946, -82.4258375)",40.5886946,-82.4258375
1331,"Hamilton, Ohio","(39.3995067, -84.5613428)",39.3995067,-84.5613428
1332,"Fairfield Township, Ohio","(39.39189815, -84.50453787804136)",39.39189815,-84.50453788
1333,"Clinton, Ohio","(40.9267224, -81.6304022)",40.9267224,-81.6304022
1334,"Wilmington, Ohio","(39.4453393, -83.8285375)",39.4453393,-83.8285375
